case_id,difficulty,split,n_windows,null_score
6097,medium,train,16,0.0596
6099,hard,train,42,0.1215
610,medium,train,21,0.1945
6101,medium,train,30,0.1331
6104,medium,train,27,0.0848
6105,hard,train,13,0.192
6106,hard,train,11,0.1943
6107,medium,train,21,0.1917
6111,hard,train,27,0.1838
6114,hard,train,64,0.0579
6119,easy,test,32,0.1551
6121,hard,train,57,0.0601
6122,medium,train,39,0.2615
6124,easy,train,32,0.0548
6126,medium,train,33,0.0587
6127,hard,train,34,0.0637
6128,medium,train,14,0.1076
613,hard,test,16,0.1958
6130,medium,train,8,0.1901
6131,medium,test,11,0.0546
6132,medium,train,34,0.0679
6135,medium,train,21,0.1069
6138,easy,train,5,0.1989
6140,medium,train,26,0.0697
6147,hard,train,37,0.1265
6148,hard,test,16,0.1942
6149,medium,train,9,0.2194
615,easy,train,12,0.2839
6150,medium,train,14,0.1874
6152,medium,train,25,0.0705
6154,medium,train,14,0.0804
6155,medium,train,27,0.2697
6160,medium,train,55,0.0668
6163,medium,train,33,0.0617
6165,medium,train,15,0.0905
6174,medium,train,20,0.0938
6180,easy,test,21,0.0678
6181,medium,train,64,0.1436
6183,medium,train,17,0.2363
6184,easy,train,54,0.128
6185,hard,train,30,0.0729
6186,medium,train,40,0.0691
6188,hard,train,19,0.2766
6190,medium,train,33,0.076
6192,easy,train,10,0.044
6195,medium,train,30,0.069
6196,hard,train,28,0.0611
6199,hard,train,30,0.0301
6200,medium,train,22,0.0942
6203,medium,train,18,0.2778
6204,easy,train,7,0.0997
6205,easy,train,28,0.0624
6208,easy,train,21,0.0793
621,medium,train,16,0.0963
6210,medium,train,18,0.0669
6212,easy,train,13,0.213
622,easy,train,38,0.0729
6220,medium,train,50,0.0552
6222,medium,train,9,0.2995
6223,hard,train,16,0.2701
6225,medium,train,31,0.2567
6227,hard,train,29,0.043
6229,hard,train,12,0.2649
623,hard,train,5,0.2018
6232,medium,train,24,0.1861
6233,medium,train,20,0.141
6234,medium,train,14,0.2805
6235,medium,train,22,0.0739
6237,medium,train,29,0.0952
6238,easy,train,32,0.0722
6239,hard,train,28,0.0666
624,medium,train,27,0.072
6241,medium,train,69,0.157
6244,hard,train,20,0.1869
6252,medium,train,8,0.2822
6254,easy,train,41,0.1415
6257,medium,train,118,0.0571
6259,easy,train,30,0.1627
6260,medium,train,20,0.0731
6261,medium,train,15,0.0833
6262,medium,train,15,0.128
6263,medium,train,19,0.1844
6264,hard,train,43,0.0725
6265,easy,train,17,0.1852
6267,medium,train,32,0.0396
6268,hard,train,14,0.0816
6269,hard,train,28,0.0595
6271,medium,train,16,0.0366
6272,medium,train,32,0.2635
6275,hard,train,44,0.0555
6276,medium,train,18,0.2716
6277,medium,train,22,0.0673
6278,easy,train,28,0.1822
628,medium,train,49,0.0637
6280,hard,train,36,0.0783
6281,medium,train,42,0.0345
6284,medium,train,46,0.07
6285,medium,train,30,0.0654
6286,medium,train,30,0.0603
6287,easy,train,11,0.1827
629,medium,train,80,0.0644
6291,easy,train,15,0.1124
6292,hard,train,29,0.0837
6293,medium,train,18,0.0474
6294,medium,train,37,0.2111
6295,medium,train,26,0.0686
6296,hard,train,36,0.0742
6297,hard,train,58,0.0849
6298,medium,train,23,0.0551
6299,hard,train,10,0.2159
6301,medium,train,65,0.1863
6302,medium,train,33,0.0758
6304,hard,train,29,0.2691
6305,medium,train,30,0.0715
6306,easy,test,67,0.0565
6307,medium,train,30,0.0549
6308,easy,train,10,0.1951
6309,medium,train,79,0.0665
631,hard,train,41,0.0561
6310,hard,train,48,0.26
6311,easy,train,22,0.0575
6321,medium,train,21,0.1882
6324,medium,train,22,0.0684
6327,medium,train,13,0.1871
6329,medium,test,19,0.1816
633,medium,train,32,0.0794
6330,hard,train,21,0.06
6336,medium,train,7,0.2079
634,medium,train,32,0.0803
6341,medium,train,9,0.1744
6345,medium,train,21,0.1474
6346,hard,train,42,0.0526
6351,hard,train,63,0.0766
6352,medium,train,20,0.1868
6353,hard,train,14,0.2694
6354,medium,train,17,0.1982
6355,hard,train,32,0.08
6357,hard,train,47,0.0544
6359,hard,train,22,0.0674
636,medium,train,15,0.0583
6364,medium,train,22,0.2313
6365,hard,train,35,0.2694
6366,medium,train,31,0.0797
6368,easy,train,28,0.0829
6369,hard,train,19,0.19
637,medium,train,44,0.0577
6370,easy,train,27,0.0743
6371,easy,train,7,0.2755
6373,easy,train,19,0.0962
6376,easy,train,29,0.0946
6380,easy,train,11,0.1891
6381,medium,train,22,0.0769
6382,hard,train,14,0.1976
6383,hard,train,58,0.0513
641,hard,train,7,0.0222
642,medium,train,12,0.1985
644,medium,train,42,0.0584
645,easy,train,23,0.064
651,medium,train,28,0.1851
654,medium,train,31,0.1063
655,medium,train,43,0.0743
657,medium,train,54,0.0741
659,easy,train,63,0.1268
660,medium,train,24,0.0674
661,hard,train,19,0.0924
662,easy,train,27,0.2624
663,hard,train,23,0.0512
664,medium,train,45,0.1836
667,medium,train,48,0.0952
669,hard,train,74,0.183
67,medium,train,29,0.0562
671,medium,test,29,0.0818
672,easy,train,32,0.0586
673,hard,test,24,0.1757
674,medium,test,20,0.1735
679,easy,train,32,0.0669
68,easy,train,19,0.0881
684,medium,train,25,0.0681
685,medium,train,30,0.0643
69,easy,train,20,0.0705
691,medium,train,45,0.0595
692,hard,train,40,0.2623
699,medium,train,41,0.0883
7,medium,train,24,0.1122
70,medium,train,39,0.0671
704,medium,train,25,0.2702
706,hard,test,42,0.0509
708,easy,train,35,0.1531
710,hard,test,8,0.1736
711,hard,train,50,0.0648
712,hard,train,8,0.2831
713,medium,train,14,0.19
716,easy,train,21,0.0792
72,medium,train,17,0.2082
722,medium,train,56,0.0966
723,hard,train,6,0.2618
725,medium,train,61,0.148
726,medium,train,18,0.0804
727,medium,train,14,0.1223
729,easy,train,38,0.0666
734,hard,train,44,0.0688
736,hard,train,23,0.2618
737,medium,train,34,0.0828
738,easy,train,26,0.2769
74,easy,train,30,0.0749
740,hard,train,17,0.0693
741,medium,train,52,0.1079
742,medium,train,38,0.0728
744,medium,train,17,0.0604
746,medium,train,17,0.0754
747,easy,test,10,0.0686
749,easy,train,20,0.0567
75,medium,train,43,0.0687
751,hard,train,48,0.0652
753,easy,train,12,0.0636
754,medium,train,21,0.2807
756,easy,train,27,0.0779
757,easy,test,28,0.0798
759,medium,train,12,0.2011
760,easy,test,15,0.2615
765,medium,train,87,0.0626
766,medium,train,14,0.2717
768,medium,train,21,0.0511
77,hard,train,21,0.0367
770,easy,train,8,0.0828
772,hard,train,28,0.0695
773,easy,train,29,0.0618
777,medium,train,84,0.0507
778,easy,train,14,0.2079
779,hard,train,57,0.064
78,easy,train,12,0.1997
781,easy,train,24,0.0726
783,medium,train,33,0.0575
784,medium,train,32,0.2699
786,easy,train,11,0.2616
787,medium,train,22,0.2783
790,easy,train,9,0.098
792,hard,train,20,0.1447
794,hard,train,20,0.0621
795,hard,train,36,0.1317
798,easy,train,15,0.2872
799,medium,train,25,0.1854
800,medium,train,24,0.0644
801,medium,test,34,0.2546
804,hard,train,13,0.1852
805,medium,train,17,0.1816
809,medium,train,31,0.2483
812,easy,train,34,0.0716
814,medium,train,55,0.0605
816,medium,test,32,0.0512
818,medium,train,112,0.0671
819,medium,train,26,0.0656
820,easy,train,21,0.1883
822,medium,train,50,0.0637
823,medium,train,16,0.2061
827,medium,train,19,0.0588
829,medium,train,9,0.2103
83,hard,train,43,0.0588
831,medium,train,23,0.0668
832,medium,train,24,0.1841
835,medium,train,15,0.0509
838,hard,train,13,0.1977
840,easy,train,20,0.2669
841,hard,train,26,0.0564
842,medium,train,10,0.2002
843,hard,train,50,0.0547
844,hard,train,70,0.1816
845,easy,train,7,0.1612
847,medium,train,44,0.0582
850,medium,train,11,0.2883
853,medium,train,18,0.1493
857,hard,train,21,0.2279
859,medium,train,63,0.0625
860,easy,train,16,0.0664
863,hard,train,23,0.2706
866,medium,train,29,0.1472
868,easy,train,18,0.1552
869,easy,train,100,0.0575
872,medium,train,66,0.0681
877,hard,train,6,0.2039
88,medium,train,28,0.1786
881,easy,train,12,0.0916
885,easy,train,64,0.0637
886,hard,train,56,0.0573
888,easy,test,8,0.273
889,easy,train,19,0.2734
894,easy,train,12,0.0767
895,easy,train,7,0.2324
9,hard,train,10,0.2602
904,hard,train,24,0.1748
905,medium,test,13,0.2144
914,hard,train,11,0.2677
915,easy,test,12,0.2976
917,medium,train,39,0.0571
920,hard,train,47,0.1313
922,medium,train,19,0.0822
923,hard,train,16,0.2666
925,easy,train,10,0.0589
926,easy,train,17,0.0396
927,medium,train,24,0.2595
928,medium,train,33,0.2703
929,medium,train,25,0.2746
93,medium,train,8,0.0818
933,medium,train,20,0.0992
934,medium,train,17,0.2908
935,medium,train,21,0.2818
937,hard,test,42,0.0566
940,medium,train,14,0.0879
941,hard,train,13,0.1902
943,easy,train,9,0.2725
946,medium,train,16,0.1047
947,hard,train,36,0.0568
949,medium,train,22,0.0584
952,easy,train,13,0.0921
953,medium,train,40,0.2631
958,medium,train,19,0.0592
959,hard,train,27,0.0575
961,medium,train,14,0.19
962,hard,train,16,0.1914
963,hard,train,55,0.061
965,hard,train,21,0.2441
967,medium,train,15,0.0757
969,medium,train,46,0.1414
97,medium,train,27,0.0734
972,medium,train,30,0.0625
975,hard,train,51,0.1775
976,medium,train,43,0.0537
981,medium,train,15,0.1988
982,hard,train,14,0.1916
983,medium,train,32,0.0848
985,medium,train,50,0.0469
986,hard,train,42,0.058
988,medium,train,23,0.0675
989,easy,train,9,0.2745
990,medium,train,30,0.0458
993,hard,train,13,0.0834
995,easy,train,30,0.0672
997,easy,train,11,0.2489
998,medium,test,38,0.2716
999,medium,train,19,0.2748
